,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,logo,course_organization_img,course_title_img
456,International Leadership and Organizational Behavior,Università Bocconi,COURSE,4.8,Mixed,41k,,http://www.gltfoundation.com/wp-content/uploads/2017/09/bocconi_1.png,https://assets.goodfirms.co/courses/1605680038-international-leadership-and-organizational-behavior.jpg
457,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,26k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/korea-south/2019-12-14_54_YonseiUniversityEmblem.svg.png,http://www.globalecommerceleadersforum.com/wp-content/uploads/2016/05/global-cross-border-b2c-volume-14-20.jpg
458,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,20k,,https://i.pinimg.com/originals/50/08/38/5008382bfbcbb340a81788cc1186343a.png,https://knowledgesight.com/wp-content/uploads/2021/01/international-organization-e1610188229211-1024x512.png
459,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,2.2k,,https://study-eu.s3.amazonaws.com/uploads/university/erasmus-university-rotterdam-261-logo.png,https://mark.trademarkia.com/logo-images/international-security-management-group/ismg-international-security-management-group-75012191.jpg
460,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,35k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~womens-health-human-rights/XDP~COURSE!~womens-health-human-rights.jpeg
461,International migrations: a global issue,Sciences Po,COURSE,4.6,Beginner,11k,,http://getlogo.net/wp-content/uploads/2019/08/sciences-po-logo-vector.png,https://www.europe.study/images/france/international-migrations-global-issue.jpg
462,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,36k,,https://1000logos.net/wp-content/uploads/2016/11/Cisco-logo.png,https://i.pinimg.com/originals/f7/d6/9f/f7d69f84522c4be68d6324e31b392500.png
463,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,38k,,https://gistbok.ucgis.org/sites/default/files/document-sharing-form-files/209/uchicago.jpg,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/de/bced60f7f111e49914553f5bc0e2a1/Internet-Sign.jpg
464,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,66k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Maryland_College_Park_logo.jpg,https://assets.qwikresume.com/resume-samples/pdf/screenshots/interviewer-1560926857-pdf.jpg
465,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140k,,https://www.pinclipart.com/picdir/big/332-3327912_unam-logo-national-autonomous-university-of-mexico-clipart.png,http://formacionintegral.udgvirtual.udg.mx/sites/default/files/Intro%20a%20Data%20Sciense.png
466,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100k,,https://vignette.wikia.nocookie.net/althistory/images/4/48/Escudo_de_la_Pontificia_Universidad_Cat%C3%B3lica_de_Chile.svg.png/revision/latest?cb=20161203005123&path-prefix=es,https://s3.novatec.com.br/capas-ampliadas/capa-ampliada-9788575225134.jpg
467,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.8,Mixed,46k,,https://i.pinimg.com/originals/50/08/38/5008382bfbcbb340a81788cc1186343a.png,https://www.lgdj.fr/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/introduction-aux-droits-de-l-homme-9783725566259.jpg
468,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,60k,,https://www.professors.directory/gallery/86__cnu.jpg,https://sw3310.smartweb-static.com/upload_dir/shop/Ableton-Live10-Intro-ArrangementView-Clips.png
469,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,44k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://www.gadreinfotech.com/wp-content/uploads/2017/12/ai-blog-1.png
470,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160k,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/University_of_California%2C_San_Diego_seal.svg/1200px-University_of_California%2C_San_Diego_seal.svg.png,https://www.digitalvidya.com/wp-content/uploads/2018/01/Introduction-to-Big-Data-1170x630.jpg
471,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,16k,,https://www.mulesoft.com/sites/default/files/2021-03/logo_insead_round_0.png,https://www.digitalvidya.com/wp-content/uploads/2018/03/Introduction-to-Blockchain.jpg
472,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,27k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://image4.slideserve.com/7433328/introduction-to-breast-cancer-l.jpg
473,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,14k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://sanet.pics/storage-6/1220/AAc9v7Mfs27L2BgixQpFaeUCLeU43Kw8.jpg
474,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,84k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://image.slidesharecdn.com/lecture7-121004082434-phpapp01/95/introduction-to-css3-1-728.jpg?cb=1349339137
475,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,53k,,https://d33wubrfki0l68.cloudfront.net/36c299d5c8c2c97280d61c11bde64cec393216a0/eb44f/assets/logos/sydney.png,https://imgv2-1-f.scribdassets.com/img/word_document/163587784/original/216x287/20760022bf/1584353797?v=1
476,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,46k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://i.pinimg.com/originals/96/1b/33/961b33ce0873238f2837d970b52ae7d2.png
477,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://elisoftware.org/w/images/1/19/82585-10120oem.jpg
478,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,2.6k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://image1.slideserve.com/3053173/introduction-to-cloud-computing-l.jpg
479,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,20k,,https://www.chead.ac.uk/wp-content/uploads/2016/12/Goldsmiths.jpg,https://i.ytimg.com/vi/QQ2Kq1v0Zgs/maxresdefault.jpg
480,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,32k,,https://www.chead.ac.uk/wp-content/uploads/2016/12/Goldsmiths.jpg,"http://ecx.images-amazon.com/images/I/41hnjwIvXSL._SY344_BO1,204,203,200_.jpg"
481,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://images.thenile.io/r1000/9781442542488.jpg
482,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,27k,,https://logos-download.com/wp-content/uploads/2021/01/New_York_University_Logo_nyu-1414x2048.png,https://greatmindsitc.co.za/wp-content/uploads/2021/12/Introduction-to-cyber-attacks.png
483,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32k,,https://logos-download.com/wp-content/uploads/2021/01/New_York_University_Logo_nyu-1414x2048.png,https://i.ytimg.com/vi/4p9PFG7fVAI/maxresdefault.jpg
484,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,30k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://images.credly.com/images/0eedb945-52e8-4b9b-bdf6-4ebdd50ca0c8/Intro_to_Cybersec_tools_-_cyber_attacks.png
485,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://db-excel.com/wp-content/uploads/2019/01/data-analysis-using-spreadsheets-for-introduction-to-data-analysis-using-excel-udemy.jpg
486,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://www.learnpick.in/userfiles/resources_conversion_files/presentation_datascience_with_python_1524027242_21557-3.jpg
487,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://s3.amazonaws.com/codementor_content/officehours/136-data-science-python.png
488,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,25k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://publisher.mu-plovdiv.bg/wp-content/uploads/2019/03/practical-guide-for-introduction-to-prosthetic-dental-medicine.jpg
489,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,75k,,http://icef.hse.ru/data/2014/05/30/1325381522/1logo_hse_NEW.jpg,https://i5.walmartimages.com/asr/b9175652-e10b-4cfa-9ee6-c0e1625c169e.81faf9f86fb8f9b601cf5e71543b204f.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff
490,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,https://www.cengage.com/covers/imageServlet?image_type=LRGFC&catalog=cengage&epi=269873363780190714311946272136547120
491,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,41k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-embedded-systems/XDP~COURSE!~introduction-embedded-systems.jpeg
492,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,https://1.bp.blogspot.com/-bl6SkNPNyIU/XUx4nRqCZ9I/AAAAAAAABVg/Ja4nvT9Lf0QdheAAaRo0ORb2tssy0SPkACLcBGAs/s1600/Introduction%2Bto%2BEngineering%2BMechanics%252C%2BA%2BContinuum%2BApproach%252C%2B2nd%2BEdition.jpg
493,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,34k,,https://www.pngfind.com/pngs/m/444-4442564_university-of-north-carolina-at-chapel-hill-logo.png,https://covers.vitalbook.com/vbid/9781772555745/width/200
494,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://myacademic.co.za/wp-content/uploads/2019/01/9780639008721_1-Introduction-to-financial-10th-2020.jpg
495,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,47k,,https://download.logo.wine/logo/Nanyang_Technological_University/Nanyang_Technological_University-Logo.wine.png,https://image.slideserve.com/1278392/introduction-to-forensic-science-l.jpg
496,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,79k,,http://www.clipartbest.com/cliparts/yik/669/yik669a6T.jpg,http://takinginitiative.files.wordpress.com/2010/04/51mesvfayol.jpg
497,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,74k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~genetics-evolution/XDP~COURSE!~genetics-evolution.jpeg
498,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,42k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-genomics/XDP~COURSE!~introduction-genomics.jpeg
499,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://image3.slideserve.com/6073765/introduction-to-html5-n.jpg
500,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,54k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/us/2019-12-14_24_800px-California_College_of_the_Arts_seal.svg.png,https://i.pinimg.com/originals/a0/ef/92/a0ef92900deda69cc28e4edcd9ca7f8b.png
501,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,6k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://covers.vitalbook.com/vbid/9789041186522/width/200
502,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,82k,,https://i.pinimg.com/originals/97/82/56/9782560e8f618ce945662e82d72f380a.jpg,https://images.thenile.io/r1000/9781107698833.jpg
503,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://cdn.shopify.com/s/files/1/0282/2769/8787/products/medium_6f38359e-87ee-4500-9615-43fbe7a921a6_1092x1400.jpg?v=1624279558
504,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,"http://ecx.images-amazon.com/images/I/41Uu8f1rL2L._SY344_BO1,204,203,200_.jpg"
505,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://image.slideserve.com/516400/introduction-to-operations-management-n.jpg
506,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Virginia_logo_blue.png,https://m.media-amazon.com/images/I/51xqfaMXMDL.jpg
507,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370k,,http://www.acumen-pr.net/wp-content/uploads/2016/10/The-UoE-logo.jpg,https://i.thenile.io/r1000/9781934269930.jpg?r=5e215c2348066
508,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,11k,,https://www.eduopinions.com/wp-content/uploads/2017/10/EDHEC-logo.jpg,https://www.courseduck.com/programming/artificial-intelligence/images/PYTHON_INTRODUCTION.jpg
509,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,http://www.ebook3000.com/upimg/allimg/161219/0925320.jpg
510,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,82k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://rukminim1.flixcart.com/image/832/832/book/3/9/0/introduction-to-c-programming-original-imadjpfsn6zzg8qq.jpeg?q=70
511,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270k,,https://logos-download.com/wp-content/uploads/2018/04/Vanderbilt_University_logo_colour.png,https://image1.slideserve.com/2487387/introduction-to-programming-in-matlab-n.jpg
512,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://images.thenile.io/r1000/9781337565691.jpg
513,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,49k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://learning.colidescope.com/wp-content/uploads/2020/05/Session_5_1.png
514,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,39k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://ch.allianzgi.com/-/media/allianzgi/eu/switzerland/editorial/ai-en/2304x1296-self-driving-cars.jpg?rev=-1
515,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,76k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://infolearners.com/wp-content/uploads/2016/04/Introduction-to-Spreadsheet.jpg
516,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,12k,,https://logos-download.com/wp-content/uploads/2020/06/Imperial_College_London_Logo.png,https://i.ytimg.com/vi/aBrL_vAf_Us/hqdefault.jpg
517,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,69k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://blackwells.co.uk/jacket/l/9781119675464.jpg
518,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,67k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://image.slideserve.com/443637/introduction-to-systematic-review-and-meta-analysis-n.jpg
519,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,33k,,https://www.chiefscientist.nsw.gov.au/__data/assets/image/0010/67771/UNSW-logo.png,https://image.slideserve.com/946638/introduction-to-systems-engineering-n.jpg
520,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150k,,https://venturebeat.com/wp-content/uploads/2017/06/ddbrg0vuwaelmop.jpg?fit=930%2C590&strip=all,https://freetutsdownload.com/wp-content/uploads/2020/12/Introduction-to-TensorFlow-for-Artificial-Intelligence-Machine-Learning-and-Deep-Learning.jpg
521,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,4.1k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://i.ytimg.com/vi/a6SofEMctz0/maxresdefault.jpg
522,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,13k,,https://info.nyif.com/wp-content/uploads/2020/06/NYIF_Logo_Primary_RGB_HigherRes.png,https://courses.javacodegeeks.com/wp-content/uploads/2020/02/AI_for_Finance_C1_Intro_to_Trading_Machine-Learning_GCP_Coursera_Logo-600x600.jpg
523,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,72k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/us/2019-12-14_24_800px-California_College_of_the_Arts_seal.svg.png,https://pallantbookshop.com/wp-content/uploads/2016/03/simon-001.jpg
524,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,https://image.slidesharecdn.com/anintroductiontouserexperiencedesign-131031050928-phpapp02/95/an-introduction-to-user-experience-design-1-638.jpg?cb=1383196251
525,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,16k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://www.conversion-uplift.co.uk/wp-content/uploads/2016/10/User-Experience-Process.jpg
526,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,76k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.ytimg.com/vi/cUhfAwiPJY4/maxresdefault.jpg
527,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://bookboon.com/thumbnail/720/60d5ee13-0f5e-e011-bd88-22a08ed629e5/ac7fe447-8fe3-4e65-84f1-a5d900e163bf/introduction-to-cancer-biology.jpg
528,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://globalbookclub.s3.amazonaws.com/resources/531943/introductory_human_physiology/cover.jpg
529,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.9,Beginner,4.5k,,http://www.scs.usp.br/identidadevisual/wp-content/uploads/universidade-sao-paulo-USP.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~gestao-de-projetos-introducao-usp/XDP~SPECIALIZATION!~gestao-de-projetos-introducao-usp.jpeg
530,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120k,,http://www.scs.usp.br/identidadevisual/wp-content/uploads/universidade-sao-paulo-USP.png,https://www.coursya.com/wp-content/uploads/2023/01/introducao-a-ciencia-da-computacao-com-python-parte-1.jpeg
531,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99k,,https://i.pinimg.com/originals/50/08/38/5008382bfbcbb340a81788cc1186343a.png,https://static1.squarespace.com/static/5849dbecd1758e15706dbb37/t/58794ff03a04113c2a3766e1/1484345333922/investment-management-process.png
532,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,14k,,https://www.eduopinions.com/wp-content/uploads/2017/10/EDHEC-logo.jpg,https://tutsnode.net/wp-content/uploads/2022/10/Investment-Management-with-Python-and-Machine-Learning-Specialization.png
533,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,49k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://www.koganpage.com/media/image/9780749480059.jpg
534,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,4.4k,,https://qalata.com/wp-content/uploads/2018/11/peterstate3.png,https://sydneylanguagesolutions.com.au/wp-content/uploads/2014/12/Japanese-Beginner-1-copy.jpg
535,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://coursecouponclub.com/wp-content/uploads/2021/05/Java-Programming-and-Software-Engineering-Fundamentals-Specialization.jpeg
536,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://i.pinimg.com/originals/a8/5a/b4/a85ab45a47cccdef1b546118a4aa7b2c.jpg
537,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,22k,,https://media.cdn.gradconnection.com/uploads/UCTtransparent_round_logo.png,https://i.pinimg.com/originals/96/98/44/969844d913b4e92d8615e1c40633929a.png
538,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,37k,,https://logonoid.com/images/jetbrains-logo.png,https://i.ytimg.com/vi/VJcm1VjOC4M/maxresdefault.jpg
539,L'excellence opérationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,8k,,https://www.capitainestudy.fr/wp-content/uploads/2020/09/essec-logo-scaled.jpg,https://on.factorysoftware.fr/hs-fs/hubfs/operational%20excellence%20schema-FR.jpg?width=2085&name=operational%20excellence%20schema-FR.jpg
540,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.6,Beginner,6.3k,,https://www.capitainestudy.fr/wp-content/uploads/2020/09/essec-logo-scaled.jpg,https://www.essec.edu/media/cache/33/44/3344f11e2d6378bda80e417c7189de23.jpg
541,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,17k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://images.our-assets.com/cover/2000x/9783659591365.jpg
542,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.7,Mixed,34k,,https://www.bourses-etudiants.ma/wp-content/uploads/2018/05/cbs_logo_vertical_blue_rgb-378x628.png,http://www.fivedegreesconsulting.com/wp-content/uploads/2013/06/infographic_separate-pages-1.jpg
543,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.8,Beginner,16k,,https://logos-download.com/wp-content/uploads/2020/06/George_Washington_University_Logo.png,https://online.gwu.edu/sites/g/files/zaxdzs1371/f/image/open_courses/moocs-leading%20healthcare.jpg
544,Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,220k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://smallbusinessify.com/wp-content/uploads/2018/10/Leading-effective-teams.jpg
545,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.7,Intermediate,5.9k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~leading-for-equity-diversity-inclusion/XDP~COURSE!~leading-for-equity-diversity-inclusion.jpeg
546,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.8,Intermediate,16k,,http://www.mq.edu.au/newsroom/wp-content/uploads/2015/04/MQ_MAS_VER_RGB_POS.png,https://images.our-assets.com/cover/2000x/9786139446506.jpg
547,Learn Chinese: HSK Test Preparation,Peking University,SPECIALIZATION,4.8,Beginner,43k,,http://www.ranklogos.com/wp-content/uploads/2012/05/peking-university.jpg,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~hsk-learn-chinese/XDP~SPECIALIZATION!~hsk-learn-chinese.jpeg
548,Learn English,Tsinghua University,SPECIALIZATION,4.3,Beginner,22k,,https://logos-download.com/wp-content/uploads/2019/01/Tsinghua_University_Logo.png,http://williambertrand.fr/wp-content/uploads/2016/11/learn-english2.jpg
549,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.5,Intermediate,78k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://tutsnode.net/wp-content/uploads/2022/09/Learn-English-Advanced-Academic-Speaking-and-Listening-Specialization.png
550,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.8,Advanced,52k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://img.p30download.ir/video/image/2021/12/1640413640_learn-english-advanced-grammar-and-punctuation-specialization.jpg
551,Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,120k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,http://www.ebook3000.com/upimg/allimg/190429/1446400.jpg
552,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.8,Beginner,39k,,https://www.shorttermprograms.com/images/cache/600_by_314/uploads/institution-logos/shanghai-jiao-tong-university.png,https://cdn11.bigcommerce.com/s-q39b4/images/stencil/2000x2000/products/7933/235872/9780804845403.website__65868.1567540735.jpg?c=2
553,Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,160k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://coursecouponclub.com/wp-content/uploads/2021/04/learn-sql-basics-data-science.jpeg
